player_name,player_id,s,club,club_id,match_id,Attacking_corners_headed,Attacking_corners_headed_and_scored,Defending_corners_defended,Defending_corners_errors,Defending_corners_fatal_errors,Attacking_corners_on_pitch,Defending_corners_on_pitch,source_position_file,source_event_file
,180,27,AWAY,AWAY,6895de25d30fbce99abbae39,0,0,0,1,0,6,10,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsPositions - 2561134.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsEvents - 2561134.json
,1311,20,AWAY,AWAY,6895de25d30fbce99abbae39,0,0,0,0,0,10,16,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsPositions - 2561134.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsEvents - 2561134.json
Naïm Matoug,1505,26,AWAY,AWAY,6895de25d30fbce99abbae39,0,0,0,0,0,6,10,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsPositions - 2561134.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsEvents - 2561134.json
,1801,9,AWAY,AWAY,6895de25d30fbce99abbae39,0,0,0,0,0,10,16,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsPositions - 2561134.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsEvents - 2561134.json
Gabin Blancquart,1897,33,AWAY,AWAY,6895de25d30fbce99abbae39,1,0,0,2,0,10,16,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsPositions - 2561134.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsEvents - 2561134.json
Youri Schoonderwaldt,2095,13,AWAY,AWAY,6895de25d30fbce99abbae39,0,0,2,0,0,10,16,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsPositions - 2561134.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsEvents - 2561134.json
Michael Davis,2096,31,AWAY,AWAY,6895de25d30fbce99abbae39,2,0,0,0,0,6,14,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsPositions - 2561134.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsEvents - 2561134.json
Thomas Reinders,2097,14,AWAY,AWAY,6895de25d30fbce99abbae39,0,0,2,0,0,10,16,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsPositions - 2561134.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsEvents - 2561134.json
Philip Heise,2098,16,AWAY,AWAY,6895de25d30fbce99abbae39,0,0,0,0,0,6,10,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsPositions - 2561134.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsEvents - 2561134.json
Jorn Triep,2099,10,AWAY,AWAY,6895de25d30fbce99abbae39,0,0,1,1,0,10,16,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsPositions - 2561134.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsEvents - 2561134.json
Navarone Foor,2100,25,AWAY,AWAY,6895de25d30fbce99abbae39,0,0,0,0,0,6,10,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsPositions - 2561134.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsEvents - 2561134.json
Arjen van der Heide,60,26,HOME,HOME,6895de25d30fbce99abbae39,0,0,0,0,0,6,4,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsPositions - 2561134.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsEvents - 2561134.json
Rowan Besselink,136,3,HOME,HOME,6895de25d30fbce99abbae39,0,0,0,1,0,16,10,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsPositions - 2561134.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsEvents - 2561134.json
,586,5,HOME,HOME,6895de25d30fbce99abbae39,0,0,0,2,0,10,6,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsPositions - 2561134.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsEvents - 2561134.json
,1076,1,HOME,HOME,6895de25d30fbce99abbae39,0,0,0,0,0,16,10,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsPositions - 2561134.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsEvents - 2561134.json
Teun Gijselhart,1207,8,HOME,HOME,6895de25d30fbce99abbae39,0,0,0,0,0,16,10,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsPositions - 2561134.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsEvents - 2561134.json
Ibrahim El Kadiri,1812,11,HOME,HOME,6895de25d30fbce99abbae39,0,0,0,0,0,14,6,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsPositions - 2561134.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsEvents - 2561134.json
Reuven Niemeijer,1978,10,HOME,HOME,6895de25d30fbce99abbae39,0,0,0,0,0,16,10,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsPositions - 2561134.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsEvents - 2561134.json
,2081,15,HOME,HOME,6895de25d30fbce99abbae39,0,0,0,0,0,16,10,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsPositions - 2561134.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsEvents - 2561134.json
,2082,4,HOME,HOME,6895de25d30fbce99abbae39,0,0,0,0,0,16,10,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsPositions - 2561134.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsEvents - 2561134.json
,2083,6,HOME,HOME,6895de25d30fbce99abbae39,0,0,0,0,0,14,7,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsPositions - 2561134.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsEvents - 2561134.json
Dimitris Theodoridis,2084,9,HOME,HOME,6895de25d30fbce99abbae39,0,0,2,1,0,14,6,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsPositions - 2561134.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsEvents - 2561134.json
Jevon Simons,1439,7,HOME,HOME,6895de25d30fbce99abbae39,0,0,0,0,0,10,6,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsPositions - 2561134.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsEvents - 2561134.json
,1873,21,HOME,HOME,6895de25d30fbce99abbae39,0,0,0,0,0,6,4,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsPositions - 2561134.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsEvents - 2561134.json
Lasse Wehmeyer,465,7,AWAY,AWAY,6895de25d30fbce99abbae39,0,0,0,0,0,4,6,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsPositions - 2561134.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsEvents - 2561134.json
,2009,17,AWAY,AWAY,6895de25d30fbce99abbae39,0,0,0,0,0,4,6,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsPositions - 2561134.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsEvents - 2561134.json
,2101,5,AWAY,AWAY,6895de25d30fbce99abbae39,0,0,0,0,0,4,6,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsPositions - 2561134.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsEvents - 2561134.json
Nassim Ait Mouhou,2103,11,AWAY,AWAY,6895de25d30fbce99abbae39,0,0,0,0,0,4,6,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsPositions - 2561134.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsEvents - 2561134.json
,1763,3,AWAY,AWAY,6895de25d30fbce99abbae39,0,0,0,0,0,4,2,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsPositions - 2561134.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsEvents - 2561134.json
Bouke Boersma,1700,28,HOME,HOME,6895de25d30fbce99abbae39,0,0,1,1,0,2,4,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsPositions - 2561134.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsEvents - 2561134.json
Nathan Kaninda,2091,17,HOME,HOME,6895de25d30fbce99abbae39,0,0,0,0,0,2,4,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsPositions - 2561134.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsEvents - 2561134.json
,1171,18,HOME,HOME,6895de25d30fbce99abbae39,0,0,0,0,0,2,3,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsPositions - 2561134.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 De Graafschap vs VVV-Venlo SciSportsEvents - 2561134.json
Danny Verbeek,10,11,HOME,HOME,6895de25d30fbce99abbae3a,0,0,0,1,0,2,5,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsPositions - 2561135.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsEvents - 2561135.json
,342,4,HOME,HOME,6895de25d30fbce99abbae3a,0,0,0,0,0,2,5,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsPositions - 2561135.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsEvents - 2561135.json
,463,27,HOME,HOME,6895de25d30fbce99abbae3a,0,0,0,0,0,2,5,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsPositions - 2561135.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsEvents - 2561135.json
,512,36,HOME,HOME,6895de25d30fbce99abbae3a,0,0,0,0,0,2,5,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsPositions - 2561135.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsEvents - 2561135.json
,551,10,HOME,HOME,6895de25d30fbce99abbae3a,0,0,0,0,0,1,3,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsPositions - 2561135.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsEvents - 2561135.json
Ilias Boumassaoudi,1244,40,HOME,HOME,6895de25d30fbce99abbae3a,0,0,0,0,0,2,5,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsPositions - 2561135.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsEvents - 2561135.json
,1295,33,HOME,HOME,6895de25d30fbce99abbae3a,0,0,0,0,0,2,5,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsPositions - 2561135.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsEvents - 2561135.json
,2071,22,HOME,HOME,6895de25d30fbce99abbae3a,0,0,0,0,0,2,5,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsPositions - 2561135.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsEvents - 2561135.json
,2072,5,HOME,HOME,6895de25d30fbce99abbae3a,0,0,0,0,0,2,5,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsPositions - 2561135.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsEvents - 2561135.json
,2073,8,HOME,HOME,6895de25d30fbce99abbae3a,0,0,0,0,0,1,3,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsPositions - 2561135.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsEvents - 2561135.json
Kevin Felida,2074,6,HOME,HOME,6895de25d30fbce99abbae3a,0,0,0,0,0,2,5,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsPositions - 2561135.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsEvents - 2561135.json
,1223,11,AWAY,AWAY,6895de25d30fbce99abbae3a,0,0,0,0,0,3,1,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsPositions - 2561135.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsEvents - 2561135.json
Gerald Alders,1477,6,AWAY,AWAY,6895de25d30fbce99abbae3a,0,0,1,0,0,5,2,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsPositions - 2561135.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsEvents - 2561135.json
,1572,4,AWAY,AWAY,6895de25d30fbce99abbae3a,0,0,0,0,0,5,2,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsPositions - 2561135.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsEvents - 2561135.json
,1576,2,AWAY,AWAY,6895de25d30fbce99abbae3a,0,0,0,0,0,5,2,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsPositions - 2561135.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsEvents - 2561135.json
Don O'Niel,1723,7,AWAY,AWAY,6895de25d30fbce99abbae3a,0,0,0,0,0,3,1,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsPositions - 2561135.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsEvents - 2561135.json
Sean Steur,1724,8,AWAY,AWAY,6895de25d30fbce99abbae3a,0,0,0,0,0,5,2,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsPositions - 2561135.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsEvents - 2561135.json
,1832,5,AWAY,AWAY,6895de25d30fbce99abbae3a,0,0,0,0,0,3,1,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsPositions - 2561135.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsEvents - 2561135.json
Rayane Bounida,1943,10,AWAY,AWAY,6895de25d30fbce99abbae3a,0,0,0,0,0,3,1,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsPositions - 2561135.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsEvents - 2561135.json
,1952,3,AWAY,AWAY,6895de25d30fbce99abbae3a,0,0,0,0,0,5,2,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsPositions - 2561135.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsEvents - 2561135.json
,2080,1,AWAY,AWAY,6895de25d30fbce99abbae3a,0,0,0,0,0,5,2,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsPositions - 2561135.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsEvents - 2561135.json
,2085,9,AWAY,AWAY,6895de25d30fbce99abbae3a,0,0,0,0,0,3,1,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsPositions - 2561135.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsEvents - 2561135.json
,2075,50,HOME,HOME,6895de25d30fbce99abbae3a,0,0,0,0,0,1,2,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsPositions - 2561135.json,C:\Users\20203834\OneDrive\Master Data Science Entrepreneurship\FC Den Bosch - Thesis\Coding\Data\Wedstrijden\All matches\20250808 FC Den Bosch vs Jong Ajax SciSportsEvents - 2561135.json
